Sr No,College,College Code,Course,Location,Category,Quota,AIR,cap_round,year
276,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,395,CAP-2,2025-26
277,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN(W),397,CAP-2,2025-26
278,Viva Institute,1702,Applied Art,Virar,OBC,OPEN,400,CAP-2,2025-26
279,Govt. Col of Art & Design,2101,Painting,Nagpur,SC,SC,401,CAP-2,2025-26
280,Sir J.J. School,1101,Painting,Mumbai,VJA,VJA,405,CAP-2,2025-26
281,Viva Institute,1702,Applied Art,Virar,OBC,OBC,407,CAP-2,2025-26
282,Bharati Vidyapeeth Col,1601,Painting,Pune,OPEN,OPEN(W),411,CAP-2,2025-26
283,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN(W),412,CAP-2,2025-26
284,Sir J.J. School,1105,Sculpture,Mumbai,SEBC,SEBC,413,CAP-2,2025-26
285,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,414,CAP-2,2025-26
286,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",SBC,OPEN,416,CAP-2,2025-26
287,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN,420,CAP-2,2025-26
288,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,424,CAP-2,2025-26
289,Govt. Col of Art & Design,2101,Painting,Nagpur,OBC,OBC,425,CAP-2,2025-26
290,Viva Institute,1702,Applied Art,Virar,SC,OPEN,426,CAP-2,2025-26
291,Sir J.J. School,1105,Sculpture,Mumbai,ST,ST,428,CAP-2,2025-26
292,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,430,CAP-2,2025-26
293,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,SBC,OPEN(W),431,CAP-2,2025-26
294,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SBC,OPEN,433,CAP-2,2025-26
295,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,435,CAP-2,2025-26
296,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN,436,CAP-2,2025-26
297,Govt. Col of Art & Design,2101,Painting,Nagpur,OBC,OBC,437,CAP-2,2025-26
298,Bharati Vidyapeeth Col,1602,Applied Art,Pune,NTB,OPEN,438,CAP-2,2025-26
299,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN,439,CAP-2,2025-26
300,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SC,SC,440,CAP-2,2025-26
301,Sir J.J. Institute,1202,Applied Art,Mumbai,ST,ST,441,CAP-2,2025-26
302,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,OBC,OBC,442,CAP-2,2025-26
303,Rachana Sansad,1302,Applied Art,Mumbai,SC,SC,443,CAP-2,2025-26
304,Viva Institute,1701,Painting,Virar,OPEN,OPEN,444,CAP-2,2025-26
305,Govt. Col of Art & Design,2101,Painting,Nagpur,OBC,OBC,445,CAP-2,2025-26
306,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SC,SC,448,CAP-2,2025-26
307,Rachana Sansad,1302,Applied Art,Mumbai,NTC,NTC,449,CAP-2,2025-26
308,Viva Institute,1702,Applied Art,Virar,OBC,OPEN,451,CAP-2,2025-26
309,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OPEN,OPEN,452,CAP-2,2025-26
310,Rachana Sansad,1302,Applied Art,Mumbai,NTC,NTC,453,CAP-2,2025-26
311,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OBC,454,CAP-2,2025-26
312,Govt. Col of Art & Design,2101,Painting,Nagpur,OBC,OBC,458,CAP-2,2025-26
313,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OBC,OBC,461,CAP-2,2025-26
314,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OBC,462,CAP-2,2025-26
315,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OBC,463,CAP-2,2025-26
316,Govt. Col of Art & Design,2102,Applied Art,Nagpur,SC,SC,464,CAP-2,2025-26
317,Govt. Col of Art & Design,2102,Applied Art,Nagpur,EWS,EWS,465,CAP-2,2025-26
318,Rachana Sansad,1302,Applied Art,Mumbai,SEBC,SEBC,466,CAP-2,2025-26
319,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SC,SC,471,CAP-2,2025-26
320,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,SBC,OPEN(W),472,CAP-2,2025-26
321,Viva Institute,1702,Applied Art,Virar,OBC,OPEN,477,CAP-2,2025-26
322,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",SC,SC,479,CAP-2,2025-26
323,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OPEN,OPEN(W),480,CAP-2,2025-26
324,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OBC,OPEN,482,CAP-2,2025-26
325,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,EWS,EWS,488,CAP-2,2025-26
326,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN(W),489,CAP-2,2025-26
327,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,EWS,EWS,490,CAP-2,2025-26
328,Rachana Sansad,1302,Applied Art,Mumbai,SC,SC,495,CAP-2,2025-26
329,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OBC,496,CAP-2,2025-26
330,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,OBC,OBC,497,CAP-2,2025-26
331,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,OBC,OBC,498,CAP-2,2025-26
332,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN,499,CAP-2,2025-26
333,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SEBC,SEBC,503,CAP-2,2025-26
334,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OBC,506,CAP-2,2025-26
335,Bharati Vidyapeeth Col,1601,Painting,Pune,OPEN,OPEN,512,CAP-2,2025-26
336,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SC,SC,515,CAP-2,2025-26
337,Viva Institute,1701,Painting,Virar,VJA,OPEN(W),517,CAP-2,2025-26
338,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OBC,518,CAP-2,2025-26
339,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OBC,519,CAP-2,2025-26
340,Sir J.J. School,1104,Int. Decoration,Mumbai,EWS,EWS,520,CAP-2,2025-26
341,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN,522,CAP-2,2025-26
342,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",NTB,NTB,524,CAP-2,2025-26
343,Govt. Col of Art & Design,2101,Painting,Nagpur,NTC,NTC,525,CAP-2,2025-26
344,Rachana Sansad,1302,Applied Art,Mumbai,EWS,EWS,526,CAP-2,2025-26
345,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OBC,OBC,532,CAP-2,2025-26
346,Sir J.J. School,1103,Textile Design,Mumbai,SC,SC,537,CAP-2,2025-26
347,Bharati Vidyapeeth Col,1601,Painting,Pune,EWS,EWS,538,CAP-2,2025-26
348,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,VJA,VJA,542,CAP-2,2025-26
349,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN,543,CAP-2,2025-26
350,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OBC,OPEN,544,CAP-2,2025-26
351,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SEBC,SEBC,548,CAP-2,2025-26
352,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN,549,CAP-2,2025-26
353,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",VJA,VJA,550,CAP-2,2025-26
354,Bharati Vidyapeeth Col,1601,Painting,Pune,OPEN,OPEN,555,CAP-2,2025-26
355,Bharati Vidyapeeth Col,1601,Painting,Pune,OPEN,OPEN,558,CAP-2,2025-26
356,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN,560,CAP-2,2025-26
357,Viva Institute,1701,Painting,Virar,OPEN,OPEN(W),562,CAP-2,2025-26
358,Bharati Vidyapeeth Col,1601,Painting,Pune,OPEN,OPEN,564,CAP-2,2025-26
359,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,NTB,NTB,567,CAP-2,2025-26
360,Sir J.J. Institute,1202,Applied Art,Mumbai,ST,ST,573,CAP-2,2025-26
361,Sir J.J. Institute,1202,Applied Art,Mumbai,ST,ST,575,CAP-2,2025-26
362,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OPEN,OPEN,578,CAP-2,2025-26
363,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OBC,OBC,583,CAP-2,2025-26
364,Sir J.J. Institute,1202,Applied Art,Mumbai,NTC,NTC,586,CAP-2,2025-26
365,Viva Institute,1702,Applied Art,Virar,SC,SC,589,CAP-2,2025-26
366,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OPEN,OPEN,593,CAP-2,2025-26
367,Sir J.J. School,1107,Ceramics,Mumbai,SEBC,SEBC,595,CAP-2,2025-26
368,Bharati Vidyapeeth Col,1601,Painting,Pune,ST,ST,597,CAP-2,2025-26
369,Viva Institute,1702,Applied Art,Virar,OBC,OBC,605,CAP-2,2025-26
370,Govt. Col of Art & Design,2101,Painting,Nagpur,SC,SC,606,CAP-2,2025-26
371,Bharati Vidyapeeth Col,1601,Painting,Pune,OBC,OPEN,608,CAP-2,2025-26
372,Sir J.J. School,1104,Int. Decoration,Mumbai,EWS,EWS,609,CAP-2,2025-26
373,Viva Institute,1701,Painting,Virar,OBC,OPEN,612,CAP-2,2025-26
374,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OPEN,OPEN,614,CAP-2,2025-26
375,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,ST,ST,617,CAP-2,2025-26
376,Viva Institute,1701,Painting,Virar,SC,OPEN,621,CAP-2,2025-26
377,Govt. Col of Art & Design,2102,Applied Art,Nagpur,SEBC,SEBC,623,CAP-2,2025-26
378,Viva Institute,1702,Applied Art,Virar,OBC,OBC,626,CAP-2,2025-26
379,Bharati Vidyapeeth Col,1602,Applied Art,Pune,EWS,EWS,629,CAP-2,2025-26
380,Bharati Vidyapeeth Col,1602,Applied Art,Pune,NTB,NTB,630,CAP-2,2025-26
381,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",SC,SC,634,CAP-2,2025-26
382,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OBC,OPEN,637,CAP-2,2025-26
383,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",SC,SC,638,CAP-2,2025-26
384,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",SC,SC,639,CAP-2,2025-26
385,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SC,SC,641,CAP-2,2025-26
386,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",SC,SC,643,CAP-2,2025-26
387,Viva Institute,1702,Applied Art,Virar,OBC,OBC,649,CAP-2,2025-26
388,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OBC,OBC,650,CAP-2,2025-26
389,Bharati Vidyapeeth Col,1601,Painting,Pune,OBC,OPEN,651,CAP-2,2025-26
390,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OBC,OPEN,659,CAP-2,2025-26
391,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SEBC,SEBC,660,CAP-2,2025-26
392,Rachana Sansad,1302,Applied Art,Mumbai,NTB,NTB,662,CAP-2,2025-26
393,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OBC,OBC,667,CAP-2,2025-26
394,Viva Institute,1702,Applied Art,Virar,OBC,OBC,669,CAP-2,2025-26
395,Govt. Col of Art & Design,2101,Painting,Nagpur,EWS,EWS,675,CAP-2,2025-26
396,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SC,SC,681,CAP-2,2025-26
397,Sir J.J. School,1106,Metal Work,Mumbai,SEBC,SEBC,682,CAP-2,2025-26
398,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OPEN,OPEN(W),683,CAP-2,2025-26
399,Bharati Vidyapeeth Col,1602,Applied Art,Pune,ST,ST,692,CAP-2,2025-26
400,Bharati Vidyapeeth Col,1601,Painting,Pune,OBC,OBC,696,CAP-2,2025-26
401,Govt. Col of Art & Design,2101,Painting,Nagpur,VJA,VJA,701,CAP-2,2025-26
402,Bharati Vidyapeeth Col,1601,Painting,Pune,OBC,OBC,710,CAP-2,2025-26
403,Viva Institute,1701,Painting,Virar,OPEN,OPEN,714,CAP-2,2025-26
404,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OPEN,OPEN,716,CAP-2,2025-26
405,Govt. Col of Art & Design,2102,Applied Art,Nagpur,EWS,EWS,717,CAP-2,2025-26
406,Viva Institute,1701,Painting,Virar,SBC,OPEN(W),721,CAP-2,2025-26
407,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SEBC,SEBC,723,CAP-2,2025-26
408,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OPEN,OPEN,728,CAP-2,2025-26
409,Bharati Vidyapeeth Col,1601,Painting,Pune,OBC,OBC,730,CAP-2,2025-26
410,Rachana Sansad,1302,Applied Art,Mumbai,EWS,EWS,746,CAP-2,2025-26
411,Bharati Vidyapeeth Col,1601,Painting,Pune,OBC,OBC,752,CAP-2,2025-26
412,Sir J.J. School,1104,Int. Decoration,Mumbai,ST,ST,755,CAP-2,2025-26
413,Govt. Col of Art & Design,2102,Applied Art,Nagpur,ST,ST,757,CAP-2,2025-26
414,Rachana Sansad,1302,Applied Art,Mumbai,EWS,EWS,759,CAP-2,2025-26
415,Rachana Sansad,1302,Applied Art,Mumbai,SEBC,SEBC,763,CAP-2,2025-26
416,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,EWS,EWS,766,CAP-2,2025-26
417,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SEBC,SEBC,769,CAP-2,2025-26
418,Viva Institute,1701,Painting,Virar,OPEN,OPEN,771,CAP-2,2025-26
419,Viva Institute,1702,Applied Art,Virar,SC,SC,772,CAP-2,2025-26
420,Bharati Vidyapeeth Col,1601,Painting,Pune,SC,SC,774,CAP-2,2025-26
421,Viva Institute,1702,Applied Art,Virar,OBC,OBC,775,CAP-2,2025-26
422,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OPEN,OPEN,776,CAP-2,2025-26
423,Bharati Vidyapeeth Col,1601,Painting,Pune,SC,SC,778,CAP-2,2025-26
424,Viva Institute,1702,Applied Art,Virar,OBC,OBC,782,CAP-2,2025-26
425,Rachana Sansad,1302,Applied Art,Mumbai,ST,ST,783,CAP-2,2025-26
426,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SC,SC,784,CAP-2,2025-26
427,Govt. Col of Art & Design,2101,Painting,Nagpur,SC,SC,797,CAP-2,2025-26
428,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SC,SC,802,CAP-2,2025-26
429,Viva Institute,1702,Applied Art,Virar,SC,SC,804,CAP-2,2025-26
430,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",SC,SC,816,CAP-2,2025-26
431,Bharati Vidyapeeth Col,1601,Painting,Pune,SC,SC,817,CAP-2,2025-26
432,Viva Institute,1701,Painting,Virar,SC,SC,820,CAP-2,2025-26
433,Viva Institute,1701,Painting,Virar,SC,SC,830,CAP-2,2025-26
434,Rachana Sansad,1302,Applied Art,Mumbai,SEBC,SEBC,832,CAP-2,2025-26
435,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SEBC,SEBC,842,CAP-2,2025-26
436,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,EWS,EWS,845,CAP-2,2025-26
437,Govt. Col of Art & Design,2102,Applied Art,Nagpur,EWS,EWS,853,CAP-2,2025-26
438,Bharati Vidyapeeth Col,1601,Painting,Pune,SEBC,SEBC,859,CAP-2,2025-26
439,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OBC,OBC,868,CAP-2,2025-26
440,Viva Institute,1701,Painting,Virar,OBC,OBC,869,CAP-2,2025-26
441,Govt. Col of Art & Design,2101,Painting,Nagpur,ST,ST,870,CAP-2,2025-26
442,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OBC,OBC,877,CAP-2,2025-26
443,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,ST,ST,880,CAP-2,2025-26
444,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OBC,OBC,887,CAP-2,2025-26
445,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,SC,SC,899,CAP-2,2025-26
446,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OBC,OBC,903,CAP-2,2025-26
447,Rachana Sansad,1302,Applied Art,Mumbai,SEBC,SEBC,904,CAP-2,2025-26
448,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OBC,OBC,911,CAP-2,2025-26
449,Sir J.J. School,1104,Int. Decoration,Mumbai,NTC,NTC,913,CAP-2,2025-26
450,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,NTC,NTC,915,CAP-2,2025-26
451,Viva Institute,1702,Applied Art,Virar,NTB,NTB,916,CAP-2,2025-26
452,Bharati Vidyapeeth Col,1602,Applied Art,Pune,VJA,VJA,929,CAP-2,2025-26
453,Govt. Col of Art & Design,2102,Applied Art,Nagpur,SEBC,SEBC,933,CAP-2,2025-26
454,KCE`S Moolji Jaitha Colle,2301,Painting,Jalgaon,OBC,OPEN,935,CAP-2,2025-26
455,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OBC,OBC,936,CAP-2,2025-26
456,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,NTB,OPEN(W),940,CAP-2,2025-26
457,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,EWS,EWS,941,CAP-2,2025-26
458,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,SC,SC,946,CAP-2,2025-26
459,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,OBC,OPEN(W),955,CAP-2,2025-26
460,Sir J.J. Institute,1202,Applied Art,Mumbai,NTC,NTC,956,CAP-2,2025-26
461,Govt. Col of Art & Design,2101,Painting,Nagpur,SEBC,SEBC,967,CAP-2,2025-26
462,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,SC,SC,982,CAP-2,2025-26
463,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",SC,SC,985,CAP-2,2025-26
464,Viva Institute,1702,Applied Art,Virar,SC,SC,992,CAP-2,2025-26
465,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,SC,SC,995,CAP-2,2025-26
466,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,SC,SC,996,CAP-2,2025-26
467,Viva Institute,1702,Applied Art,Virar,SC,SC,1003,CAP-2,2025-26
468,Bharati Vidyapeeth Col,1601,Painting,Pune,NTB,NTB,1007,CAP-2,2025-26
469,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OBC,OBC,1008,CAP-2,2025-26
470,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OBC,OBC,1017,CAP-2,2025-26
471,Viva Institute,1701,Painting,Virar,NTC,NTC,1027,CAP-2,2025-26
472,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,OBC,OPEN,1031,CAP-2,2025-26
473,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OBC,OBC,1034,CAP-2,2025-26
474,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,SC,SC,1036,CAP-2,2025-26
475,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OBC,OBC,1040,CAP-2,2025-26
476,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OBC,OBC,1044,CAP-2,2025-26
477,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OBC,OBC,1048,CAP-2,2025-26
478,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SEBC,SEBC,1049,CAP-2,2025-26
479,Rachana Sansad,1302,Applied Art,Mumbai,EWS,EWS,1053,CAP-2,2025-26
480,KCE`S Moolji Jaitha Colle,2301,Painting,Jalgaon,OPEN,OPEN,1058,CAP-2,2025-26
481,Govt. Col of Art & Design,2101,Painting,Nagpur,EWS,EWS,1068,CAP-2,2025-26
482,Viva Institute,1701,Painting,Virar,OBC,OBC,1074,CAP-2,2025-26
483,Rachana Sansad,1302,Applied Art,Mumbai,EWS,EWS,1077,CAP-2,2025-26
484,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,OBC,OPEN,1084,CAP-2,2025-26
485,Govt. Col of Art & Design,2101,Painting,Nagpur,ST,ST,1090,CAP-2,2025-26
486,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,OPEN,OPEN,1097,CAP-2,2025-26
487,Viva Institute,1702,Applied Art,Virar,EWS,EWS,1100,CAP-2,2025-26
488,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,SEBC,SEBC,1107,CAP-2,2025-26
489,Viva Institute,1702,Applied Art,Virar,EWS,EWS,1120,CAP-2,2025-26
490,Viva Institute,1701,Painting,Virar,OBC,OBC,1125,CAP-2,2025-26
491,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,ST,ST,1126,CAP-2,2025-26
492,Viva Institute,1701,Painting,Virar,OBC,OBC,1132,CAP-2,2025-26
493,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,EWS,EWS,1136,CAP-2,2025-26
494,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,SEBC,SEBC,1137,CAP-2,2025-26
495,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,SC,SC,1140,CAP-2,2025-26
496,Govt. Col of Art & Design,2102,Applied Art,Nagpur,ST,ST,1149,CAP-2,2025-26
497,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,SC,OPEN,1151,CAP-2,2025-26
498,Sir J.J. School,1106,Metal Work,Mumbai,EWS,EWS,1157,CAP-2,2025-26
499,Viva Institute,1702,Applied Art,Virar,SEBC,SEBC,1162,CAP-2,2025-26
500,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,OBC,OBC,1167,CAP-2,2025-26
501,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",NTC,NTC,1168,CAP-2,2025-26
502,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,OBC,OBC,1170,CAP-2,2025-26
503,Bharati Vidyapeeth Col,1602,Applied Art,Pune,EWS,EWS,1194,CAP-2,2025-26
504,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",SEBC,SEBC,1206,CAP-2,2025-26
505,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,OBC,OBC,1209,CAP-2,2025-26
506,KCE`S Moolji Jaitha Colle,2301,Painting,Jalgaon,VJA,OPEN(W),1211,CAP-2,2025-26
507,Rachana Sansad,1302,Applied Art,Mumbai,ST,ST,1213,CAP-2,2025-26
508,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,EWS,EWS,1216,CAP-2,2025-26
509,KCE`S Moolji Jaitha Colle,2301,Painting,Jalgaon,OPEN,OPEN(W),1220,CAP-2,2025-26
510,Bharati Vidyapeeth Col,1602,Applied Art,Pune,ST,ST,1223,CAP-2,2025-26
511,Bharati Vidyapeeth Col,1602,Applied Art,Pune,ST,ST,1244,CAP-2,2025-26
512,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,ST,ST,1248,CAP-2,2025-26
513,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,OBC,OBC,1267,CAP-2,2025-26
514,Viva Institute,1702,Applied Art,Virar,SEBC,SEBC,1277,CAP-2,2025-26
515,KCE`S Moolji Jaitha Colle,2302,Applied Art,Jalgaon,SC,SC,1290,CAP-2,2025-26
516,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,SEBC,SEBC,1298,CAP-2,2025-26
