Sr No,College,College Code,Course,Location,Category,Quota,AIR,cap_round,year
113,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OBC,OPEN,160,CAP-1,2025-26
114,Sir J.J. School,1106,Metal Work,Mumbai,OPEN,OPEN(W),161,CAP-1,2025-26
115,Sir J.J. School,1107,Ceramics,Mumbai,OPEN,OPEN(W),163,CAP-1,2025-26
116,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OBC,OPEN,164,CAP-1,2025-26
117,Sir J.J. Institute,1202,Applied Art,Mumbai,SC,SC,166,CAP-1,2025-26
118,Rachana Sansad,1302,Applied Art,Mumbai,OPEN,OPEN,167,CAP-1,2025-26
119,Rachana Sansad,1302,Applied Art,Mumbai,OPEN,OPEN,168,CAP-1,2025-26
120,Sir J.J. School,1103,Textile Design,Mumbai,EWS,EWS,169,CAP-1,2025-26
121,Sir J.J. Institute,1202,Applied Art,Mumbai,SEBC,SEBC,170,CAP-1,2025-26
122,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN,172,CAP-1,2025-26
123,Sir J.J. Institute,1202,Applied Art,Mumbai,EWS,EWS,173,CAP-1,2025-26
124,Sir J.J. Institute,1202,Applied Art,Mumbai,SEBC,SEBC,174,CAP-1,2025-26
125,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OBC,OPEN(W),175,CAP-1,2025-26
126,Govt. Col of Art & Design,2101,Painting,Nagpur,OBC,OPEN(W),177,CAP-1,2025-26
127,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OBC,OPEN,178,CAP-1,2025-26
128,Sir J.J. Institute,1202,Applied Art,Mumbai,EWS,EWS,182,CAP-1,2025-26
129,Sir J.J. Institute,1202,Applied Art,Mumbai,EWS,EWS,185,CAP-1,2025-26
130,Rachana Sansad,1302,Applied Art,Mumbai,OBC,OPEN,186,CAP-1,2025-26
131,Govt. Col of Art & Design,2102,Applied Art,Nagpur,SBC,OPEN(W),189,CAP-1,2025-26
132,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OPEN,OPEN(W),190,CAP-1,2025-26
133,Sir J.J. School,1107,Ceramics,Mumbai,OBC,OBC,191,CAP-1,2025-26
134,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,OBC,OPEN(W),193,CAP-1,2025-26
135,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OPEN,OPEN(W),194,CAP-1,2025-26
136,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN,195,CAP-1,2025-26
137,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OBC,OPEN,198,CAP-1,2025-26
138,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SBC,OPEN,199,CAP-1,2025-26
139,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OBC,OPEN(W),201,CAP-1,2025-26
140,Rachana Sansad,1302,Applied Art,Mumbai,OBC,OPEN,204,CAP-1,2025-26
141,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OPEN,OPEN,205,CAP-1,2025-26
142,Rachana Sansad,1302,Applied Art,Mumbai,OPEN,OPEN,207,CAP-1,2025-26
143,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OBC,OPEN,209,CAP-1,2025-26
144,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN(W),210,CAP-1,2025-26
145,Sir J.J. Institute,1202,Applied Art,Mumbai,EWS,EWS,211,CAP-1,2025-26
146,Sir J.J. School,1101,Painting,Mumbai,EWS,EWS,218,CAP-1,2025-26
147,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SBC,OPEN,219,CAP-1,2025-26
148,Govt. Col of Art & Design,2101,Painting,Nagpur,EWS,EWS,220,CAP-1,2025-26
149,Sir J.J. School,1104,Int. Decoration,Mumbai,SC,SC,223,CAP-1,2025-26
150,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OPEN,OPEN(W),224,CAP-1,2025-26
151,Sir J.J. Institute,1202,Applied Art,Mumbai,SC,SC,225,CAP-1,2025-26
152,Rachana Sansad,1302,Applied Art,Mumbai,OPEN,OPEN,227,CAP-1,2025-26
153,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OBC,OBC,228,CAP-1,2025-26
154,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,OBC,OPEN,229,CAP-1,2025-26
155,Rachana Sansad,1302,Applied Art,Mumbai,OBC,OPEN,231,CAP-1,2025-26
156,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SBC,OPEN,233,CAP-1,2025-26
157,Rachana Sansad,1302,Applied Art,Mumbai,OBC,OPEN,234,CAP-1,2025-26
158,Govt. Col of Art & Design,2101,Painting,Nagpur,OBC,OPEN,237,CAP-1,2025-26
159,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN(W),239,CAP-1,2025-26
160,Rachana Sansad,1302,Applied Art,Mumbai,OPEN,OPEN,240,CAP-1,2025-26
161,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OBC,OBC,244,CAP-1,2025-26
162,Rachana Sansad,1302,Applied Art,Mumbai,SC,SC,246,CAP-1,2025-26
163,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OBC,OPEN(W),247,CAP-1,2025-26
164,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OBC,OPEN,248,CAP-1,2025-26
165,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SBC,OPEN,249,CAP-1,2025-26
166,Sir J.J. School,1103,Textile Design,Mumbai,NTB,NTB,250,CAP-1,2025-26
167,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OBC,OPEN,251,CAP-1,2025-26
168,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OPEN,OPEN,252,CAP-1,2025-26
169,Sir J.J. Institute,1202,Applied Art,Mumbai,SC,SC,253,CAP-1,2025-26
170,Sir J.J. Institute,1202,Applied Art,Mumbai,VJA,VJA,258,CAP-1,2025-26
171,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OPEN,OPEN,263,CAP-1,2025-26
172,Sir J.J. Institute,1202,Applied Art,Mumbai,SEBC,SEBC,265,CAP-1,2025-26
173,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OBC,OPEN,266,CAP-1,2025-26
174,Sir J.J. School,1101,Painting,Mumbai,EWS,EWS,267,CAP-1,2025-26
175,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OBC,OBC,268,CAP-1,2025-26
176,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,OPEN,OPEN,270,CAP-1,2025-26
177,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OBC,OBC,272,CAP-1,2025-26
178,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OBC,OBC,278,CAP-1,2025-26
179,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OBC,OBC,279,CAP-1,2025-26
180,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,OBC,OPEN,280,CAP-1,2025-26
181,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,OPEN,OPEN,282,CAP-1,2025-26
182,Rachana Sansad,1302,Applied Art,Mumbai,OBC,OBC,283,CAP-1,2025-26
183,Sir J.J. Institute,1202,Applied Art,Mumbai,SEBC,SEBC,285,CAP-1,2025-26
184,Sir J.J. School,1101,Painting,Mumbai,NTC,NTC,286,CAP-1,2025-26
185,Govt. Col of Art & Design,2102,Applied Art,Nagpur,OBC,OBC,287,CAP-1,2025-26
186,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,SC,SC,288,CAP-1,2025-26
187,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OPEN,OPEN(W),289,CAP-1,2025-26
188,Sir J.J. School,1103,Textile Design,Mumbai,SC,SC,291,CAP-1,2025-26
189,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OPEN,OPEN,292,CAP-1,2025-26
190,Govt. Col of Art & Design,2101,Painting,Nagpur,SC,OPEN,299,CAP-1,2025-26
191,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN(W),301,CAP-1,2025-26
192,Bharati Vidyapeeth Col,1602,Applied Art,Pune,SEBC,OPEN,303,CAP-1,2025-26
193,Govt. Col of Art & Design,2101,Painting,Nagpur,OPEN,OPEN,304,CAP-1,2025-26
194,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,ST,OPEN,306,CAP-1,2025-26
195,Sir J.J. School,1103,Textile Design,Mumbai,SEBC,SEBC,307,CAP-1,2025-26
196,Sir J.J. School,1101,Painting,Mumbai,EWS,EWS,313,CAP-1,2025-26
197,Rachana Sansad,1302,Applied Art,Mumbai,OBC,OBC,315,CAP-1,2025-26
198,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN,317,CAP-1,2025-26
199,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OPEN,OPEN,318,CAP-1,2025-26
200,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,EWS,EWS,319,CAP-1,2025-26
201,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OBC,OPEN(W),320,CAP-1,2025-26
202,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OPEN,OPEN(W),321,CAP-1,2025-26
203,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,OBC,OBC,323,CAP-1,2025-26
204,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,324,CAP-1,2025-26
205,Govt. Col of Art & Design,2102,Applied Art,Nagpur,SC,SC,326,CAP-1,2025-26
206,Govt. Col of Art & Design,2101,Painting,Nagpur,OBC,OPEN,332,CAP-1,2025-26
207,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OPEN,OPEN,333,CAP-1,2025-26
208,Viva Institute,1702,Applied Art,Virar,OPEN,OPEN(W),334,CAP-1,2025-26
209,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,NTB,NTB,335,CAP-1,2025-26
210,Viva Institute,1702,Applied Art,Virar,EWS,EWS,336,CAP-1,2025-26
211,Govt. Col of Art & Design,2101,Painting,Nagpur,OPEN,OPEN(W),338,CAP-1,2025-26
212,Sir J.J. Institute,1202,Applied Art,Mumbai,NTC,NTC,340,CAP-1,2025-26
213,Rachana Sansad,1302,Applied Art,Mumbai,NTB,NTB,341,CAP-1,2025-26
214,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN(W),344,CAP-1,2025-26
215,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN(W),345,CAP-1,2025-26
216,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,NTB,OPEN(W),348,CAP-1,2025-26
217,Bharati Vidyapeeth Col,1601,Painting,Pune,OPEN,OPEN(W),352,CAP-1,2025-26
218,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN(W),356,CAP-1,2025-26
219,Bharati Vidyapeeth Col,1602,Applied Art,Pune,NTB,OPEN,357,CAP-1,2025-26
220,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,359,CAP-1,2025-26
221,Govt. Col of Art & Design,2102,Applied Art,Nagpur,SC,SC,361,CAP-1,2025-26
222,Sir J.J. School,1101,Painting,Mumbai,ST,ST,362,CAP-1,2025-26
223,Bharati Vidyapeeth Col,1602,Applied Art,Pune,EWS,EWS,364,CAP-1,2025-26
224,Govt. Col of Art & Design,2101,Painting,Nagpur,SC,OPEN,365,CAP-1,2025-26
225,Rachana Sansad,1302,Applied Art,Mumbai,OBC,OBC,367,CAP-1,2025-26
226,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,368,CAP-1,2025-26
227,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,369,CAP-1,2025-26
228,Sir J.J. School,1104,Int. Decoration,Mumbai,SEBC,SEBC,370,CAP-1,2025-26
229,BS Bandekar Col,1402,Applied Art,Sawantwadi Sind,OPEN,OPEN(W),371,CAP-1,2025-26
230,Rachana Sansad,1302,Applied Art,Mumbai,OBC,OBC,377,CAP-1,2025-26
231,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OPEN,OPEN,380,CAP-1,2025-26
232,Sanjeevan E&T Institute,1902,Applied Art,Kolhapur,OPEN,OPEN,381,CAP-1,2025-26
233,Govt. Col of Art & Design,2201,Painting,Chatrapati Samb,SEBC,SEBC,382,CAP-1,2025-26
234,Govt. Col of Art & Design,2203,Textile Design,Chatrapati Samb,VJA,VJA,383,CAP-1,2025-26
235,Rachana Sansad,1302,Applied Art,Mumbai,OBC,OBC,385,CAP-1,2025-26
236,Govt. Col of Art & Design,2101,Painting,Nagpur,OBC,OPEN,387,CAP-1,2025-26
237,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,389,CAP-1,2025-26
238,Sir J.J. Institute,1202,Applied Art,Mumbai,ST,ST,390,CAP-1,2025-26
239,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",OPEN,OPEN,391,CAP-1,2025-26
240,Rachana Sansad,1302,Applied Art,Mumbai,SC,SC,392,CAP-1,2025-26
241,Govt. Col of Art & Design,2202,Applied Art,Chatrapati Samb,SC,SC,393,CAP-1,2025-26
242,Viva Institute,1702,Applied Art,Virar,OBC,OPEN(W),394,CAP-1,2025-26
243,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,395,CAP-1,2025-26
244,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN(W),397,CAP-1,2025-26
245,Viva Institute,1702,Applied Art,Virar,OBC,OPEN,400,CAP-1,2025-26
246,Govt. Col of Art & Design,2101,Painting,Nagpur,SC,SC,401,CAP-1,2025-26
247,Sir J.J. School,1101,Painting,Mumbai,VJA,VJA,405,CAP-1,2025-26
248,Bharati Vidyapeeth Col,1601,Painting,Pune,OPEN,OPEN(W),411,CAP-1,2025-26
249,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN(W),412,CAP-1,2025-26
250,Sir J.J. School,1105,Sculpture,Mumbai,SEBC,SEBC,413,CAP-1,2025-26
251,Pad. V. Patil Col,1802,Applied Art,"Sion, Mumbai",OPEN,OPEN,414,CAP-1,2025-26
252,Aditya College of Archite,2002,Applied Art,"Borivali, Mumba",SBC,OPEN,416,CAP-1,2025-26
253,Bharati Vidyapeeth Col,1602,Applied Art,Pune,OBC,OPEN,420,CAP-1,2025-26
